province,year,cpi,disposable_income_rural_per_cap,disposable_income_urban_per_cap,gdp_province,num_foreign_funded_enterprise,num_priv_enterprise,num_state_owned_enterprise,patent_apps,population_province,registered_unemployed,student_enrollment,foreign_total_investment,r.d_expenditure,r.d_projects,r.d_workers,sales_value_industry,export_industry,tech_market_value
Beijing,2020,101.7,30126,75602,38503.6,32545,1030,650,13078,2189,29,60.89,646907,2974157,8290,46172,NA,NA,6316.16
Beijing,2019,102.3,28928,73849,37767,32201,1047,656,11543,2190,7.4,60.15,599561,2851859,7671,44241,NA,NA,5695.28
Beijing,2018,102.5,26490,67990,35161.4,32306,1022,629,10386,2192,7.9,59.49,547718,2740103,7039,46929,NA,NA,4957.82
Beijing,2017,101.9,24240,62406,31325.9,31442,1004,664,10119,2194,8.1,59.29,486409,2690851,7904,52719,18269.5,1004,4486.89
Beijing,2016,101.4,22310,57275,28438.7,30401,1047,697,9392,2195,8,59.92,427371,2548433,7262,51143,17837.5,956.8,3940.98
Beijing,2015,101.8,20569,52859,26034.1,29396,1093,745,10281,2188,7.8,60.36,380963,2440875,7554,50773,17279.27,1078.39,3453.89
Beijing,2014,101.6,18867,48532,23577.5,28041,1143,765,9835,2171,7.4,60.46,201027,2335010,9010,57761,18228.21,1426.88,3137.19
Beijing,2013,103.3,17101,44564,21746,27061,1079,775,9240,2125,7.5,59.89,177105,2130618,10037,58036,17186.6,1506.72,2851.72
Beijing,2012,103.3,15365,40306,19568.3,26535,1043,790,10318,2078,8.1,59.12,149355,1973442,8226,53510,15446.65,1516.52,2458.5
Beijing,2011,105.6,13742,36365,17653.3,25672,1046,781,6997,2024,8.1,58.79,134364,1648538,7048,49829,14357.44,1535.96,1890.28
Beijing,2010,102.4,12368,32132,15420.2,24853,2465,1009,NA,1962,7.7,58.71,119206,NA,NA,NA,13526.57,1641.68,1579.54
Beijing,2009,98.5,10942,29329,13335.7,23293,2354,1058,3573,1860,8.2,58.67,106600,1137030,7494,41546,10904.37,1520.91,1236.25
Beijing,2008,105.1,10052,26918,12167.6,22485,2354,1116,4256,1771,10.3,58.56,98295,1010862,10320,43209,10304.16,1788.34,1027.22
Beijing,2007,102.4,8948,23752,10730.4,13237,1958,1104,NA,1676,10.6,57.82,87621,NA,NA,NA,9509.17,1869.97,882.56
Beijing,2006,100.9,7888,21415,8618.9,12064,1666,1469,NA,1601,10.4,56.58,69700,NA,NA,NA,8142.83,1531.4,697.33
Beijing,2005,101.5,7041,18775,7327.4,10980,1504,1745,NA,1538,10.6,54.83,60670,NA,NA,NA,6799.85,1136.09,489.59
Beijing,2004,101,5948,16502,6424.1,9890,1706,2144,931,1493,6.5,49.95,53162,602546,3409,29998,5616.08,695.6,425
Beijing,2003,100.2,5429,14535,5400.1,9185,556,1362,NA,1456,7,45.45,46328,NA,NA,NA,3728.97,408.41,265.36
Beijing,2002,98.2,5259,12949,4634.9,9172,513,1866,NA,1423,6,39.57,45495,NA,NA,NA,3150.19,323.1,221.17
Beijing,2001,103.1,4921,11939,3935.4,8818,344,2173,NA,1385,5,33.65,42925,NA,NA,NA,2855.49,298.25,191.01
Beijing,2000,103.5,4533,10590,3328,8495,184,2430,NA,1364,3.3,28.03,40246,NA,NA,NA,2461.42,251.65,140.29
Tianjin,2020,102,25691,47659,14230.8,15151,2780,459,6060,1387,27,57.22,306423,2287717,12001,45227,NA,NA,1089.56
Tianjin,2019,102.7,24804,46119,14097.2,15290,2366,476,4676,1385,26.1,53.94,310544,2134320,10825,45685,NA,NA,909.25
Tianjin,2018,102,23065,42976,13411.1,15089,1837,466,4939,1383,25.8,52.33,290620,2528761,11440,53280,NA,NA,685.59
Tianjin,2017,102.1,21754,40278,12468.2,13938,1826,482,5463,1410,26,51.47,254823,2411418,13456,57881,NA,NA,551.44
Tianjin,2016,102.1,20076,37110,11487,13339,2458,530,7300,1443,25.8,51.38,222594,3499551,12019,78336,26654.45,2473.24,552.64
Tianjin,2015,101.7,18482,34101,10889.2,12278,2574,562,6507,1439,25.1,51.29,181328,3526665,11393,84291,27460.49,2665.89,503.44
Tianjin,2014,101.9,17014,31506,10749.2,11507,2500,553,6996,1429,22.5,50.58,144146,3228057,15055,79014,27391.31,2850.77,388.56
Tianjin,2013,103.1,15353,28980,10075.2,11413,2436,565,6446,1410,21.7,48.99,127423,3000377,12904,68175,26012.36,2743.5,276.16
Tianjin,2012,102.7,13593,26586,9193,11491,2246,575,5195,1378,20.4,47.31,118913,2558685,12062,60681,23166.7,2729.5,232.33
Tianjin,2011,104.9,11941,24158,8240.8,11850,2006,557,4410,1341,20.1,44.97,114806,2107772,10515,47828,20708.75,2349.94,169.38
Tianjin,2010,103.5,9764,21800,6991.6,12918,3676,801,NA,1299,16.1,42.92,109624,NA,NA,NA,16571.45,2161.99,119.34
Tianjin,2009,99,8441,19371,5828.6,12288,3756,974,2782,1228,15,40.6,97700,1238392,7609,30074,12845.13,1774.88,105.46
Tianjin,2008,105.4,7705,17726,5278.3,14536,3532,884,2754,1176,13,38.64,93814,1082657,6626,28340,12302.63,2458.67,86.61
Tianjin,2007,104.2,6845,15062,4229.8,11429,2098,1310,NA,1115,15,37.11,82888,NA,NA,NA,10038.99,2563.01,72.34
Tianjin,2006,101.5,6096,13266,3592.5,10753,2042,1225,NA,1075,11.7,35.74,68600,NA,NA,NA,8461.42,2043.74,58.86
Tianjin,2005,101.5,5475,11839,3203.6,10933,1765,1497,NA,1043,11.7,33.16,56770,NA,NA,NA,6816.56,1759.22,50.71
Tianjin,2004,102.3,4938,10831,2663.3,9938,1796,1884,2613,1024,11.8,28.57,47045,284454,1565,12124,5794.13,1460.62,45.03
Tianjin,2003,101,4502,9823,2288.7,9792,753,1625,NA,1011,12,24.52,41555,NA,NA,NA,4004.37,983.91,42
Tianjin,2002,99.6,4229,8968,1952.3,9020,594,1636,NA,1007,12.9,19.69,36529,NA,NA,NA,3292.65,826.41,36.33
Tianjin,2001,101.2,3911,8672,1778.3,9473,574,1810,NA,1004,11.4,15.4,34154,NA,NA,NA,2882.29,602.82,30.6
Tianjin,2000,99.6,3598,7946,1608.4,9942,446,1843,NA,1001,10.5,11.91,33086,NA,NA,NA,2564.36,566.93,26.26
Hebei Province,2020,102.1,16467,37286,36821.5,10088,11184,899,7543,7464,38.5,160.48,225402,4854544,17423,86337,NA,NA,554.96
Hebei Province,2019,103,15373,35738,35623.5,9700,10074,788,8431,7447,36,147.4,158991,4385826,13340,76096,NA,NA,381.19
Hebei Province,2018,102.4,14031,32977,32947,8255,11768,700,6067,7426,38,134.26,108665,3819916,9921,68956,NA,NA,275.98
Hebei Province,2017,101.7,12881,30548,31065.5,7956,11647,699,4798,7409,39.9,126.89,95818,3509684,11295,79135,NA,NA,88.92
Hebei Province,2016,101.5,11919,28249,28879.7,7286,9626,714,4120,7375,39.7,121.61,84821,3086608,9533,82971,46906.78,1537.93,59
Hebei Province,2015,100.9,11051,26152,26744.1,6867,9893,818,3393,7345,39.4,117.92,73624,2858051,8358,79452,45407.38,1548.57,39.54
Hebei Province,2014,101.7,10186,24141,25644.1,6811,9600,794,3519,7323,38.3,116.43,62135,2606711,8714,75142,46685.47,1707.67,29.22
Hebei Province,2013,103,9188,22227,24659.1,6832,9023,764,3054,7288,37.2,117.44,54542,2327418,7618,65049,45232.82,1523.47,31.56
Hebei Province,2012,102.6,8158,20222,23437.3,7426,7949,708,2631,7262,36.8,116.88,48960,1980850,7574,55979,42097.83,1511.98,37.82
Hebei Province,2011,105.7,7187,18006,21711.7,8817,7302,690,1756,7232,36,114.93,45700,1586189,6055,51498,38934.99,1339.74,26.25
Hebei Province,2010,103.1,6014,16009,18254.1,9531,8959,765,NA,7194,35.1,110.51,40348,NA,NA,NA,30437.94,1154.22,19.29
Hebei Province,2009,99.3,5194,14505,15540.3,9559,8162,794,1009,7034,34.5,106.05,37000,933016,4445,36418,23434.08,774.02,17.21
Hebei Province,2008,106.2,4833,13263,14403.8,10536,7555,810,603,6989,32.2,100,33841,766113,3813,27259,22408.1,1135.17,16.59
Hebei Province,2007,104.7,4324,11550,12317.6,3696,6067,832,NA,6943,29.3,93.05,29113,NA,NA,NA,16923.59,899.18,16.43
Hebei Province,2006,101.7,3826,10194,10178.1,3819,5567,1120,NA,6898,28.7,86.26,24700,NA,NA,NA,13248.76,638.57,15.61
Hebei Province,2005,101.8,3501,9020,8886.2,3637,4724,1233,NA,6851,27.8,77.4,21930,NA,NA,NA,10782.11,522.1,10.38
Hebei Province,2004,104.3,3187,7886,7683,3497,4025,1498,398,6809,28,69.74,20057,260405,1744,19451,8550.99,474.64,7.27
Hebei Province,2003,102.2,2865,7188,6406.6,3454,2877,1675,NA,6769,25.7,57.55,17519,NA,NA,NA,5624.13,318.24,6.8
Hebei Province,2002,99,2695,6641,5574.9,3396,2155,2061,NA,6735,22.2,47.3,15477,NA,NA,NA,4229.36,258.99,6.04
Hebei Province,2001,100.5,2611,5957,5107.8,3621,1640,2512,NA,6699,19.5,35.05,14784,NA,NA,NA,3693.27,208.37,4.68
Hebei Province,2000,99.7,2484,5642,4663.7,3812,1093,2707,NA,6674,17.4,25.26,14010,NA,NA,NA,3345.23,202.19,9.41
Shanxi Province,2020,102.9,13878,34793,18202.7,3617,3538,1169,3059,3490,27.7,84.2,92559,1561790,5150,32547,NA,NA,44.98
Shanxi Province,2019,102.7,12902,33262,17311,3520,2838,1104,2543,3497,21.3,80.2,70136,1380813,3826,27478,NA,NA,109.52
Shanxi Province,2018,101.8,11750,31035,16153.1,3381,2224,878,2416,3502,24.6,76.56,63011,1312531,3243,27228,NA,NA,150.76
Shanxi Province,2017,101.1,10788,29132,14679.1,3437,2213,861,1632,3510,26.5,76.3,49724,1122323,3454,31757,NA,NA,94.15
Shanxi Province,2016,101.1,10082,27352,12160.1,3699,2015,802,1410,3514,26.1,75.63,42163,976283,2471,29450,12757.28,921.76,42.56
Shanxi Province,2015,100.6,9454,25828,12036.1,3606,2258,788,1303,3519,25.6,74.02,41107,1008950,2232,28927,12566.97,650.98,51.2
Shanxi Province,2014,101.7,8809,24069,12307,3531,2345,757,1777,3528,24.5,71.32,39119,1247027,2726,35775,15213.51,684.68,48.46
Shanxi Province,2013,103.1,7949,22258,12171.8,3535,2332,764,1807,3535,21.1,67.68,34182,1237698,2885,34024,16585.8,620.59,52.77
Shanxi Province,2012,102.5,7064,20232,11819.7,3623,2159,738,1390,3548,21,63.73,31963,1069590,2795,31542,16594.75,487.8,30.61
Shanxi Province,2011,105.2,6225,17965,11005.1,3849,1750,645,1104,3562,21.1,59.45,31899,895891,2348,32476,15470.89,282.53,22.48
Shanxi Province,2010,103,5263,15510,9004.5,3665,1802,664,NA,3574,20.4,56.29,22929,NA,NA,NA,12006.55,281.81,18.49
Shanxi Province,2009,99.6,4677,13883,7231.2,3535,1552,647,694,3427,21.6,54.74,20500,603934,2044,32703,9016.77,198.54,16.21
Shanxi Province,2008,107.2,4480,13021,7295.8,2168,1593,650,401,3411,17.5,52.68,18000,488855,1473,31412,9790.22,412.23,12.84
Shanxi Province,2007,104.6,3975,11487,5991.9,779,1505,641,NA,3393,16.1,48.45,17787,NA,NA,NA,7629.04,419.31,8.27
Shanxi Province,2006,102,3420,9967,4758.7,905,1310,1033,NA,3375,15.6,44.64,11100,NA,NA,NA,5764.7,279.49,5.92
Shanxi Province,2005,102.3,3082,8866,4118,776,1166,1173,NA,3355,14.3,40.7,7710,NA,NA,NA,4698.93,230.92,4.8
Shanxi Province,2004,104.1,2738,7866,3533.1,705,1264,1556,107,3335,13.7,34.53,6913,165503,782,9384,3689.67,234.36,6
Shanxi Province,2003,101.8,2410,6977,2884,760,862,1354,NA,3314,13.1,27.3,6119,NA,NA,NA,2384.44,131.97,3.23
Shanxi Province,2002,98.4,2236,6214,2348.2,773,680,1513,NA,3294,14.5,20.84,5769,NA,NA,NA,1673.02,116.13,3.9
Shanxi Province,2001,99.8,2018,5377,2049,827,450,1695,NA,3272,12.2,16.5,4935,NA,NA,NA,1355.63,98.91,1.47
Shanxi Province,2000,103.9,1950,4715,1861.9,959,326,1791,NA,3247,9.7,12.5,4827,NA,NA,NA,1178.89,78.3,0.53
Inner Mongolia Autonomous Region,2020,101.9,16567,41353,17623.4,3329,1287,747,2331,2403,30,48.66,56084,1293714,3079,18393,NA,NA,35.95
Inner Mongolia Autonomous Region,2019,102.4,15283,40782,17479.4,3504,1179,707,2050,2415,28.1,47.2,58421,1183625,2283,15001,NA,NA,22.48
Inner Mongolia Autonomous Region,2018,101.8,13803,38305,16252.9,3511,1022,606,1440,2422,27,45.53,44853,1033594,2318,15777,NA,NA,19.84
Inner Mongolia Autonomous Region,2017,101.7,12584,35670,15009.9,3453,995,613,1733,2433,27.1,44.81,45979,1082640,2353,23243,NA,NA,19.61
Inner Mongolia Autonomous Region,2016,101.2,11609,32975,13879,3362,1740,674,1321,2436,26.7,43.67,41080,1279853,2260,30126,19884.38,154.83,12.05
Inner Mongolia Autonomous Region,2015,101.1,10776,30594,13062.7,2967,1812,669,1031,2440,25.9,42.08,35142,1186261,1801,29190,18702.2,162.96,15.39
Inner Mongolia Autonomous Region,2014,101.6,9976,28350,12377.3,3036,1853,661,974,2449,24.8,40.64,26449,1080287,2265,27068,19516.65,188.97,13.94
Inner Mongolia Autonomous Region,2013,103.2,8985,26004,11584.9,2925,1865,629,981,2455,23.8,39.92,22911,1004406,2133,26990,20108.84,194.28,38.74
Inner Mongolia Autonomous Region,2012,103.1,7956,23611,10638.9,3114,1696,608,770,2464,23.1,39.14,25802,858477,1857,21509,18038.06,249.49,106.1
Inner Mongolia Autonomous Region,2011,105.6,6942,20813,9610.8,3601,1839,557,564,2470,21.8,38.44,25519,701635,1320,17645,17458.77,243.47,22.67
Inner Mongolia Autonomous Region,2010,103.2,5780,18050,8342.1,3693,2227,517,NA,2472,20.8,37.14,23243,NA,NA,NA,13095.32,252.05,27.15
Inner Mongolia Autonomous Region,2009,99.7,5143,16140,7227,3675,2152,515,495,2458,20.1,35.19,24000,390612,898,12307,10387.17,118.09,14.77
Inner Mongolia Autonomous Region,2008,105.7,4834,14676,6352.4,2326,1857,481,346,2444,19.9,31.67,22155,291985,688,11752,8351.82,227.62,9.44
Inner Mongolia Autonomous Region,2007,104.6,4089,12566,5239.6,1071,1562,435,NA,2429,18.5,28.41,17148,NA,NA,NA,5697.22,185.26,10.98
Inner Mongolia Autonomous Region,2006,101.5,3444,10499,4212.3,1030,1402,489,NA,2415,18,25.29,14800,NA,NA,NA,4050.65,182.79,10.71
Inner Mongolia Autonomous Region,2005,102.4,3070,9247,3562.7,914,984,489,NA,2403,17.7,23.09,12640,NA,NA,NA,2924.4,137.96,10.99
Inner Mongolia Autonomous Region,2004,102.9,2667,8208,2976.2,847,877,509,69,2393,18.5,19.87,10811,49782,232,5579,2071.36,107.11,10.41
Inner Mongolia Autonomous Region,2003,102.2,2312,7076,2415.1,923,423,591,NA,2386,17.6,15.76,3836,NA,NA,NA,1336.09,74.28,10.85
Inner Mongolia Autonomous Region,2002,100.2,2120,6096,1959.7,805,278,683,NA,2384,16.3,12.07,2423,NA,NA,NA,976.8,51.08,5.82
Inner Mongolia Autonomous Region,2001,100.6,1999,5568,1729.5,778,245,681,NA,2381,14.5,9.96,2217,NA,NA,NA,813.11,39.9,6.24
Inner Mongolia Autonomous Region,2000,101.3,2058,5152,1551.3,874,185,757,NA,2372,12.6,7.19,2536,NA,NA,NA,737.39,38.46,6.03
Liaoning Province,2020,102.4,17450,40376,25839,16257,4647,731,6252,4255,50.7,114.08,415731,3353222,12544,59978,NA,NA,632.81
Liaoning Province,2019,102.4,16108,39777,25665.9,15996,3942,681,4995,4277,45.6,104.11,402830,3102482,10370,52104,NA,NA,557.59
Liaoning Province,2018,102.5,14656,37342,24113.5,17028,3139,614,5425,4291,44.4,96.32,377494,3006014,9225,53133,NA,NA,474.49
Liaoning Province,2017,101.4,13747,34993,22105.4,16883,3131,637,4994,4312,42.7,98.1,315850,2749477,8533,49463,NA,NA,385.83
Liaoning Province,2016,101.6,12881,32876,20832,16949,4366,589,4382,4327,47.3,99.87,213278,2420637,6399,49254,21035.9,2102.26,323.22
Liaoning Province,2015,101.4,12057,31126,20657.8,17745,7660,606,4131,4338,46.2,100.57,206639,2418803,5422,49097,32926.82,2340.75,267.49
Liaoning Province,2014,101.7,11191,29082,20381.5,17091,10319,624,5165,4358,41,99.83,198641,3242303,8608,63374,48764.29,3113.2,217.46
Liaoning Province,2013,102.4,10161,26697,19534.3,17250,11512,653,5226,4365,39.6,96.8,183207,3331303,7813,59090,51734.67,3372.01,173.38
Liaoning Province,2012,102.8,9061,24238,18127.6,17960,11653,635,4113,4375,38.1,93.41,185564,2894569,7710,52064,47945.5,3100.56,230.66
Liaoning Province,2011,105.2,8011,21362,16585.3,18164,11172,630,2994,4379,39.4,90.22,165969,2747063,6799,47513,41100.74,2855.99,159.66
Liaoning Province,2010,103,6671,18487,14105.8,18377,15898,852,NA,4375,38.9,88.02,147615,NA,NA,NA,35441.68,2921.89,130.68
Liaoning Province,2009,100,5770,16396,13003.2,19893,15157,883,2649,4341,41.6,85.25,131800,1654323,7472,48112,27543.97,2387.98,119.71
Liaoning Province,2008,104.6,5415,14924,12303,22321,13637,1046,1383,4315,41.7,82.04,124756,1378167,5931,45568,24105.81,2844.92,99.73
Liaoning Province,2007,105.1,4648,12710,10422.8,14739,9352,839,NA,4298,44.5,77.78,108767,NA,NA,NA,17895.25,2409.93,92.93
Liaoning Province,2006,101.2,3995,10677,8489.3,16405,7713,1254,NA,4271,54.1,72.05,94500,NA,NA,NA,13929.05,1990.51,80.65
Liaoning Province,2005,101.4,3614,9346,7342.2,16542,5118,1397,NA,4221,60.4,65.94,81500,NA,NA,NA,10649.01,1611.22,86.52
Liaoning Province,2004,103.5,3247,8190,6547.7,14858,3863,2139,398,4217,70.1,58.35,67915,759634,2565,32436,8442.65,1282.96,75.28
Liaoning Province,2003,101.7,2889,7381,5973.6,13814,2044,1334,NA,4210,72,51.42,73501,NA,NA,NA,5996.13,963.94,62.02
Liaoning Province,2002,98.9,2716,6629,5507.8,13642,1301,1723,NA,4203,75.6,45.05,66408,NA,NA,NA,4802.07,766.42,50.83
Liaoning Province,2001,100,2532,5871,5074.9,13158,1000,2188,NA,4194,55.5,37.23,63797,NA,NA,NA,4360.69,628.55,40.87
Liaoning Province,2000,99.9,2338,5408,4703.7,13146,785,2454,NA,4184,41.2,30.79,65543,NA,NA,NA,4155.49,658.33,34.78
Jilin Province,2020,102.3,16067,33396,12499.5,4249,1835,338,2764,2399,20.6,72.7,70774,776448,2481,11806,NA,NA,462.15
Jilin Province,2019,103,14936,32299,11949.4,4118,1445,330,2386,2448,23.9,70.01,64297,684086,2049,11849,NA,NA,474.13
Jilin Province,2018,102.1,13748,30172,11437.4,4018,3094,356,1314,2484,26.8,65.83,49009,575015,1715,11124,NA,NA,341.95
Jilin Province,2017,101.6,12950,28319,11083,4044,3052,360,1231,2526,26.3,64.39,38874,749958,2439,21056,NA,NA,219.92
Jilin Province,2016,101.6,12123,26530,10603.5,3853,2997,370,1176,2567,25.7,64.23,35606,908602,2253,23469,23412.38,402.09,116.42
Jilin Province,2015,101.7,11326,24901,10162.9,4437,2809,375,787,2613,23.9,63.27,35230,861541,2014,23202,22529.2,395.52,26.47
Jilin Province,2014,102,10780,23218,10077,4370,2636,366,1045,2642,23.2,61.83,33328,789431,2264,24395,22963.51,412.44,28.58
Jilin Province,2013,102.9,9781,21331,9608.6,4350,2683,363,971,2668,22.6,59.95,31779,698136,6421,23709,21690.9,360.97,34.72
Jilin Province,2012,102.5,8741,19352,8831.3,4298,2689,357,898,2698,22.3,57.9,23890,604326,1990,24365,19627.62,330.8,25.12
Jilin Province,2011,105.2,7634,17043,7857.7,4327,2676,345,751,2725,22.2,56.28,23253,488723,1885,17884,16636.2,288.53,26.26
Jilin Province,2010,103.7,6341,14759,6505.9,4309,3652,406,NA,2747,22.7,54.44,22259,NA,NA,NA,12911,227.37,18.81
Jilin Province,2009,100.1,5346,13457,5515.3,4203,3454,407,560,2740,23.4,53.1,19300,329615,1597,14671,9707.39,178.26,19.76
Jilin Province,2008,105.1,5001,12367,4905.4,4158,2928,416,297,2734,24.3,50.41,17489,267007,1079,9470,8220,224.23,19.61
Jilin Province,2007,105.3,4244,10916,4134.7,1963,1977,391,NA,2730,23.9,47.02,31334,NA,NA,NA,6230.62,213.8,17.48
Jilin Province,2006,101.4,3682,9488,3271.5,2358,1425,466,NA,2723,26.3,43.51,30800,NA,NA,NA,4559.88,147,15.37
Jilin Province,2005,101.5,3296,8464,2810.1,2488,1034,583,NA,2716,27.6,40.73,20710,NA,NA,NA,3737.6,115.69,12.23
Jilin Province,2004,104.1,3025,7662,2487.7,2370,884,1258,103,2709,28.2,36.22,19351,124848,541,5074,3302.9,105.99,10.79
Jilin Province,2003,101.2,2549,6869,2169.7,2690,496,969,NA,2704,28.4,31.95,18265,NA,NA,NA,2598.89,63.77,8.73
Jilin Province,2002,99.5,2315,6159,2067.3,2541,411,1231,NA,2699,23.8,26.47,17912,NA,NA,NA,2126.52,52.08,8.29
Jilin Province,2001,101.3,2192,5273,1921.7,2753,328,1392,NA,2691,20.2,21.78,8098,NA,NA,NA,1819.15,49.92,8.85
Jilin Province,2000,98.6,2029,4765,1769.2,2747,212,1667,NA,2682,23,18.1,7661,NA,NA,NA,1647.87,55.13,7.14
Heilongjiang Province,2020,102.3,16168,31115,14000.1,6278,2301,514,2650,3171,31,82.56,168558,774634,3186,14272,NA,NA,265.2
Heilongjiang Province,2019,102.8,14982,30945,13962.5,5296,1746,492,2060,3255,34.7,77.82,46046,714862,2920,15054,NA,NA,232.88
Heilongjiang Province,2018,102,13804,29191,13205.7,5028,1671,478,1232,3327,39.4,73.21,42747,605680,2631,13110,NA,NA,165.92
Heilongjiang Province,2017,101.3,12665,27446,12659.5,4444,1660,482,1648,3399,39.7,73.42,33669,825854,3826,24046,NA,NA,146.71
Heilongjiang Province,2016,101.5,11832,25736,12280.9,4227,1759,447,1934,3463,39.6,73.59,28280,884925,3068,32219,11103.56,126.55,125.81
Heilongjiang Province,2015,101.1,11095,24203,12023.2,4149,1955,446,1752,3529,41,73.52,22302,880392,3080,31762,11523.87,155.99,127.26
Heilongjiang Province,2014,101.5,10453,22609,12357.1,5016,2080,457,1840,3608,39.9,73.06,23983,955820,4324,37509,13139.38,181.22,120.28
Heilongjiang Province,2013,102.2,9369,20848,12017,4924,2126,460,1683,3666,41.4,71.79,22794,950335,4307,37296,13415.89,154.62,101.77
Heilongjiang Province,2012,103.2,8367,18894,11171,5039,1758,458,1356,3724,41.3,70.45,22247,906170,4231,36256,12253.34,191.02,100.45
Heilongjiang Province,2011,105.8,7382,16699,10074,5426,1503,426,1099,3782,35,71,20941,838042,4343,39661,11191.76,196.02,62.07
Heilongjiang Province,2010,103.9,6040,14741,8434.7,5814,2366,517,NA,3833,36.2,71.91,19617,NA,NA,NA,9269.34,199.15,52.91
Heilongjiang Province,2009,100.2,5075,13305,7315.8,5957,2212,505,622,3826,31.4,70.89,18100,627240,3968,27658,7146.78,152.64,48.86
Heilongjiang Province,2008,105.6,4743,12205,7215.1,5901,2132,543,421,3825,32.1,67.81,16170,505877,3107,28283,7494.84,191.72,41.26
Heilongjiang Province,2007,105.2,4046,10744,6193.7,2464,1351,515,NA,3824,31.5,63.49,14489,NA,NA,NA,6060.62,157.95,35.02
Heilongjiang Province,2006,101.9,3486,9583,5386.1,2408,1120,661,NA,3823,31.2,59.2,13700,NA,NA,NA,5359.69,110.18,15.69
Heilongjiang Province,2005,101.2,3168,8592,4804.5,2288,984,693,NA,3820,31.3,54.09,10980,NA,NA,NA,4588.8,81.58,14.26
Heilongjiang Province,2004,103.8,2962,7722,4180.3,2202,824,1253,241,3817,32.9,46.57,9466,196428,2590,21775,3631.96,76.08,12.57
Heilongjiang Province,2003,100.9,2479,6870,3649.8,2243,612,970,NA,3815,35,39.22,8123,NA,NA,NA,2854.88,96.66,12.12
Heilongjiang Province,2002,99.3,2381,6246,3278.2,2067,465,1233,NA,3813,41.6,33.5,7468,NA,NA,NA,2435.28,87.14,12.01
Heilongjiang Province,2001,100.8,2262,5528,3074.1,2980,319,1328,NA,3811,35.5,27.14,7650,NA,NA,NA,2308.85,100.86,11.1
Heilongjiang Province,2000,98.3,2136,4981,2881.9,3318,217,1588,NA,3807,25.3,21.01,8344,NA,NA,NA,2414.71,116.82,15.24
Shanghai,2020,101.7,34911,76437,41603.9,92922,4508,632,17544,2488,19.7,54.07,1033395,6350087,14903,87957,NA,NA,1583.22
Shanghai,2019,102.5,33195,73615,40241.2,90757,4394,670,15239,2481,19.3,52.66,955229,5906504,13636,80694,NA,NA,1422.35
Shanghai,2018,101.6,30375,68034,37769.1,87300,3551,652,12541,2475,19.4,51.78,884911,5548768,12442,88016,NA,NA,1225.19
Shanghai,2017,101.7,27825,62596,34378.3,84007,3541,664,12329,2466,22.1,51.49,798239,5399953,12557,88967,NA,NA,810.62
Shanghai,2016,103.2,25520,57692,30963.9,79410,3534,680,11293,2467,24.3,51.47,734246,4900778,10909,98671,31056.8,7286.15,780.99
Shanghai,2015,102.4,23205,52962,27821.6,74885,3840,689,10740,2458,24.8,51.16,661273,4742443,11089,94981,31214.32,7595.16,663.78
Shanghai,2014,102.7,21192,48841,25964.5,68952,4008,707,12524,2467,25.6,50.66,530467,4492192,13821,93868,32457.78,7620.49,592.45
Shanghai,2013,102.3,19208,44878,23809.4,64412,3934,747,11377,2448,25.3,50.48,457933,4047800,13441,92136,31945.81,7829.31,531.68
Shanghai,2012,102.8,17452,41130,21774.9,61461,3712,776,9901,2399,26.7,50.66,413768,3715075,12833,82355,31559.6,8102.79,518.75
Shanghai,2011,105.2,15737,37079,20406.1,58993,3875,806,8176,2356,27,51.13,377353,3437627,12378,79147,32084.82,8524,480.75
Shanghai,2010,103.1,13702,32584,18319.6,55666,8065,1013,NA,2303,27.6,51.57,339385,NA,NA,NA,29838.11,8204.27,431.44
Shanghai,2009,99.6,12256,29461,16181.4,52278,8623,1116,6246,2210,27.9,51.28,308400,2365150,9667,67420,23847.88,6697.8,435.41
Shanghai,2008,105.8,11250,27204,14877.1,51532,8975,1189,2651,2141,26.6,50.29,293991,2005734,6998,43815,24800.47,8008.98,386.17
Shanghai,2007,103.2,9992,24048,13179.8,34218,6214,1164,NA,2064,26.7,48.49,257032,NA,NA,NA,21949.97,7312.68,354.89
Shanghai,2006,101.2,9015,21001,10825.4,31568,5579,1348,NA,1964,27.8,46.63,225500,NA,NA,NA,18392.6,5853.58,309.51
Shanghai,2005,101,8149,18912,9398.8,28978,5481,1461,NA,1890,27.5,44.26,200670,NA,NA,NA,15591.72,4972.12,231.73
Shanghai,2004,102.2,6993,16891,8309.4,26657,5623,1830,2034,1835,27.4,41.57,172188,927730,3007,21854,13782.17,4049.52,171.7
Shanghai,2003,100.1,6595,15026,6952.5,24133,2683,1606,NA,1766,30.1,37.85,150816,NA,NA,NA,10241.22,2641.2,142.78
Shanghai,2002,100.5,6178,13367,5908.1,20963,1860,1843,NA,1713,28.8,33.16,127964,NA,NA,NA,7661.62,1737.08,120.22
Shanghai,2001,100,5837,12976,5348.1,18160,1360,2067,NA,1668,25.7,28,112688,NA,NA,NA,6922.26,1417.13,106.16
Shanghai,2000,102.5,5572,11781,4880,15930,182,2473,NA,1609,20.1,22.68,98540,NA,NA,NA,6143.89,1319.58,73.9
Jiangsu Province,2020,102.5,24198,53102,104566.6,63031,37139,1291,62892,8477,36.7,201.47,1369729,23816885,103567,538781,NA,NA,2087.85
Jiangsu Province,2019,103.1,22675,51056,99836.9,62360,31331,1210,57429,8469,35.1,187.41,1173515,22061581,95240,508375,NA,NA,1471.52
